1, 1000, 4
2, 1000, 4
3, 1000, 4
4, 1000, 4
5, 1000, 4
6, 1000, 4
7, 1000, 4
8, 1000, 4
9, 1000, 4
10, 1000, 4
11, 1000, 4
12, 1000, 4
13, 1000, 4
14, 1000, 4
15, 1000, 4
16, 1000, 4
17, 1000, 4
18, 1000, 4
19, 1000, 4
20, 1000, 4
21, 1000, 4
22, 1000, 4
23, 1000, 4
24, 1000, 4
25, 1000, 4
26, 1000, 4
27, 1000, 4
28, 1000, 4
29, 1000, 4
30, 1000, 4
31, 1000, 4
32, 1000, 4
33, 1000, 4
34, 1000, 4
35, 1000, 4
36, 1000, 4
37, 1000, 4
38, 1000, 4
39, 1000, 4
40, 1000, 4
41, 1000, 4
42, 1000, 4
43, 1000, 4
44, 1000, 4
45, 1000, 4
46, 1000, 4
47, 1000, 4
48, 1000, 4
49, 1000, 4
50, 1000, 4
51, 1000, 4
52, 1000, 4
53, 1000, 4
54, 1000, 4
55, 1000, 4
56, 1000, 4
57, 1000, 4
58, 1000, 4
59, 1000, 4
60, 1000, 4
61, 1000, 4
62, 1000, 4
63, 1000, 4
64, 1000, 4
65, 1000, 4
66, 1000, 4
67, 1000, 4
68, 1000, 4
69, 1000, 4
70, 1000, 4
71, 1000, 4
72, 1000, 4
73, 1000, 4
74, 1000, 4
75, 1000, 4
76, 1000, 4
77, 1000, 4
78, 1000, 4
79, 1000, 4
80, 1000, 4
81, 1000, 4
82, 1000, 4
83, 1000, 4
84, 1000, 4
85, 1000, 4
86, 1000, 4
87, 1000, 4
88, 1000, 4
89, 1000, 4
90, 1000, 4
91, 1000, 4
92, 1000, 4
93, 1000, 4
94, 1000, 4
95, 1000, 4
96, 1000, 4
97, 1000, 4
98, 1000, 4
99, 1000, 4
100, 1000, 4
101, 1000, 4
102, 1000, 4
103, 1000, 4
104, 1000, 4
105, 1000, 4
106, 1000, 4
107, 1000, 4
108, 1000, 4
109, 1000, 4
110, 1000, 4
111, 1000, 4
112, 1000, 4
113, 1000, 4
114, 1000, 4
115, 1000, 4
116, 1000, 4
117, 1000, 4
118, 1000, 4
119, 1000, 4
120, 1000, 4
121, 1000, 4
122, 1000, 4
123, 1000, 4
124, 1000, 4
125, 1000, 4
126, 1000, 4
127, 1000, 4
128, 1000, 4
129, 1000, 4
130, 1000, 4
131, 1000, 4
132, 1000, 4
133, 1000, 4
134, 1000, 4
135, 1000, 4
136, 1000, 4
137, 1000, 4
138, 1000, 4
139, 1000, 4
140, 1000, 4
141, 1000, 4
142, 1000, 4
143, 1000, 4
144, 1000, 4
145, 1000, 4
146, 1000, 4
147, 1000, 4
