jobid,duration,size
     1,  7662,     1
     2, 23014,     1
     3, 12686,     2
     4,  8421,     2
     5, 31414,     2
     6,   490,     1
     7, 60097,     2
     8, 30989,     1
     9, 43101,     1
    10, 27623,     1
    11,  8972,     1
    12, 57268,     1
    13, 23442,     4
    14, 27213,     2
    15, 22611,     2
    16,   460,     2
    17,  3127,     3
    18, 21867,     1
    19,  9856,     2
    20, 25003,     1
    21, 10151,     1
    22,  1762,     1
    23, 24105,     1
    24,  2695,     2
    25,  1135,     1
    26,  4845,     3
    27, 41373,     3
    28,  6579,     2
    29, 25530,     2
    30, 36221,     2
    31, 26232,     1
    32,  8875,     2
    33,  2379,     1
    34,  5858,     4
    35, 18191,     2
    36, 21231,     2
    37, 18074,     1
    38, 17376,     3
    39,  8801,     3
    40,  6707,     2
    41, 11786,     1
    42, 18461,     4
    43,  8637,     3
    44, 32159,     4
    45, 53140,     3
    46, 42872,     3
    47,  6090,     4
    48, 13493,     1
    49,  8505,     4
    50,  4005,     3
    51,  2626,     2
    52,  5405,     2
    53, 16290,     1
    54,  7444,     2
    55, 13778,     2
    56, 61407,     1
    57, 43091,     2
    58,  1608,     2
    59, 27547,     2
    60, 18098,     2
    61,  4390,     1
    62, 77192,     3
    63, 88403,     4
    64, 20691,     2
    65, 11067,     2
    66,  9802,     1
    67, 10611,     2
    68, 20038,     1
    69,   515,     1
    70, 35692,     2
    71,  8676,     1
    72,  1307,     4
    73, 14499,     2
    74,  7719,     2
    75, 24110,     1
    76,  5053,     1
    77,  5519,     2
    78,  1822,     2
    79, 15706,     4
    80,  9731,     3
    81, 25387,     2
    82,  6423,     1
    83, 97212,     3
    84, 16555,     3
    85, 20211,     1
    86, 13872,     1
    87, 22070,     4
    88, 24577,     3
    89,   782,     1
    90,  3668,     2
    91,  8064,     2
    92, 42132,     2
    93,  7629,     1
    94, 18532,     3
    95, 79355,     1
    96, 11607,     2
    97, 12863,     3
    98,  1170,     2
    99, 15559,     1
   100,  3391,     2
   101,  8064,     1
   102, 57917,     2
   103, 24023,     4
   104, 29399,     3
   105, 26142,     1
   106,    33,     4
   107, 17021,     1
   108,  7526,     1
   109,  4950,     3
   110,    17,     2
   111,  5395,     2
   112,  6258,     1
   113, 30390,     2
   114,  7034,     2
   115, 33068,     1
   116,  2462,     2
   117,  2886,     1
   118,  9618,     2
   119,  2887,     1
   120, 23064,     3
   121,  9417,     4
   122, 52429,     3
   123, 47080,     2
   124, 12553,     2
   125,  9433,     4
   126,  4105,     2
   127, 45876,     1
   128, 14875,     1
   129,  7066,     1
   130, 19578,     2
   131,  7253,     1
   132, 49316,     1
   133,  3254,     1
   134,  9352,     2
   135, 99196,     1
   136, 46378,     1
   137,  9484,     1
   138, 10957,     1
   139, 13358,     2
   140, 14707,     2
   141, 17748,     2
   142, 20127,     1
   143,  1157,     1
