jobid,duration,size
     1,  7662,     2
     2, 23014,     2
     3, 12686,     3
     4,  8421,     1
     5, 31414,     1
     6,   490,     1
     7, 60097,     2
     8, 30989,     2
     9, 43101,     4
    10, 27623,     1
    11,  8972,     2
    12, 57268,     1
    13, 23442,     3
    14, 27213,     3
    15, 22611,     1
    16,   460,     2
    17,  3127,     4
    18, 21867,     3
    19,  9856,     2
    20, 25003,     1
    21, 10151,     3
    22,  1762,     1
    23, 24105,     4
    24,  2695,     2
    25,  1135,     2
    26,  4845,     1
    27, 41373,     3
    28,  6579,     2
    29, 25530,     2
    30, 36221,     1
    31, 26232,     2
    32,  8875,     3
    33,  2379,     3
    34,  5858,     1
    35, 18191,     2
    36, 21231,     1
    37, 18074,     1
    38, 17376,     2
    39,  8801,     1
    40,  6707,     2
    41, 11786,     2
    42, 18461,     2
    43,  8637,     2
    44, 32159,     3
    45, 53140,     3
    46, 42872,     1
    47,  6090,     1
    48, 13493,     2
    49,  8505,     2
    50,  4005,     3
    51,  2626,     4
    52,  5405,     3
    53, 16290,     1
    54,  7444,     2
    55, 13778,     1
    56, 61407,     1
    57, 43091,     3
    58,  1608,     1
    59, 27547,     3
    60, 18098,     1
    61,  4390,     2
    62, 77192,     1
    63, 88403,     2
    64, 20691,     1
    65, 11067,     2
    66,  9802,     1
    67, 10611,     1
    68, 20038,     1
    69,   515,     3
    70, 35692,     2
    71,  8676,     1
    72,  1307,     4
    73, 14499,     2
    74,  7719,     4
    75, 24110,     1
    76,  5053,     2
    77,  5519,     2
    78,  1822,     1
    79, 15706,     3
    80,  9731,     2
    81, 25387,     3
    82,  6423,     1
    83, 97212,     2
    84, 16555,     3
    85, 20211,     3
    86, 13872,     2
    87, 22070,     1
    88, 24577,     2
    89,   782,     1
    90,  3668,     3
    91,  8064,     2
    92, 42132,     4
    93,  7629,     1
    94, 18532,     2
    95, 79355,     4
    96, 11607,     4
    97, 12863,     1
    98,  1170,     1
    99, 15559,     3
   100,  3391,     1
   101,  8064,     3
   102, 57917,     3
   103, 24023,     1
   104, 29399,     2
   105, 26142,     3
   106,    33,     3
   107, 17021,     2
   108,  7526,     2
   109,  4950,     2
   110,    17,     2
   111,  5395,     2
   112,  6258,     3
   113, 30390,     1
   114,  7034,     1
   115, 33068,     2
   116,  2462,     4
   117,  2886,     2
   118,  9618,     3
   119,  2887,     2
   120, 23064,     1
   121,  9417,     2
   122, 52429,     2
   123, 47080,     2
   124, 12553,     1
   125,  9433,     2
   126,  4105,     3
   127, 45876,     1
   128, 14875,     1
   129,  7066,     1
   130, 19578,     3
   131,  7253,     2
   132, 49316,     3
   133,  3254,     2
   134,  9352,     1
   135, 99196,     1
   136, 46378,     3
   137,  9484,     4
   138, 10957,     2
   139, 13358,     1
   140, 14707,     2
   141, 17748,     1
   142, 20127,     1
   143,  1157,     2
   144, 78454,     3
   145, 55455,     1
   146,  3594,     3
   147, 41536,     2
   148,   126,     1
   149, 11165,     4
   150, 17389,     2
   151, 20278,     1
   152,  8593,     3
   153,  1316,     2
   154,  3926,     4
   155, 34103,     2
   156,  3909,     1
   157, 31747,     3
   158, 29135,     2
   159, 11469,     1
   160, 21690,     2
   161, 11560,     2
   162,  7617,     2
   163, 19158,     1
   164,  9335,     1
   165, 42537,     2
   166,  8458,     1
   167, 39894,     1
   168,   568,     1
   169, 14977,     1
   170, 14852,     1
   171, 10461,     3
   172,  6248,     2
   173, 14346,     4
   174, 12428,     3
   175, 35923,     1
   176,   593,     4
   177,   299,     1
   178, 73435,     1
   179, 34375,     1
   180,  1935,     1
   181,   151,     1
   182, 34734,     1
   183, 46415,     1
   184,  7931,     3
   185, 54886,     2
   186, 31048,     2
   187, 25502,     3
   188, 14647,     1
   189, 12505,     1
   190, 54369,     4
   191, 51233,     1
   192, 11661,     1
   193, 55220,     2
   194, 63037,     1
   195, 27391,     3
   196,  2869,     2
   197, 17205,     2
   198,  2681,     4
   199, 10957,     2
   200,  4479,     1
   201, 58538,     1
   202,   299,     1
   203,  6792,     4
   204, 38741,     1
   205,  5221,     3
   206, 19046,     2
   207, 36627,     1
   208, 10623,     1
   209, 63026,     1
   210,  8502,     1
   211, 11358,     3
   212,    13,     2
   213,  5214,     2
   214, 21739,     1
   215,  5392,     2
   216, 11921,     3
   217, 32402,     3
   218, 38318,     3
   219, 19372,     1
   220, 16328,     2
   221, 14075,     1
   222, 16070,     2
   223,  3243,     1
   224,  7532,     2
   225, 45225,     1
   226, 33709,     2
   227, 17043,     3
   228, 13641,     3
   229, 39487,     1
   230,  4178,     1
   231, 74720,     1
   232,  1420,     3
   233, 18266,     2
   234, 26471,     1
   235,  4885,     2
   236,  5700,     1
   237, 17645,     1
   238,  4456,     3
   239, 28910,     1
   240, 62811,     1
   241,  6585,     2
   242, 10321,     3
   243, 46879,     2
   244, 25932,     3
   245,  4199,     2
   246, 20812,     2
   247, 17088,     2
   248, 17676,     2
   249,  8159,     2
   250,  3469,     2
   251, 23597,     2
   252,  2908,     4
   253,  2640,     4
   254, 20163,     2
   255,    19,     1
   256,  2648,     1
   257, 43597,     1
   258,  2136,     1
   259,  1347,     2
   260, 20483,     2
   261, 15993,     3
   262,  5464,     1
   263, 27092,     2
   264, 27961,     2
   265, 19496,     2
   266, 20683,     4
   267,  9250,     4
   268,  5557,     2
   269, 15192,     3
   270,  2283,     2
   271,  6216,     2
   272,  9155,     1
   273, 34686,     3
   274, 27345,     2
   275, 15100,     1
   276, 18741,     2
   277, 13875,     2
   278, 23744,     1
   279, 27082,     2
   280,  9654,     2
   281,  7449,     3
   282,  4252,     2
   283, 18944,     3
   284,  2085,     1
   285, 27972,     2
   286, 32748,     1
   287,  3502,     2
   288,102514,     3
   289, 60938,     1
   290, 15946,     4
   291,   677,     1
   292,  8500,     2
   293, 15955,     2
   294, 11195,     2
   295, 75490,     2
   296, 24315,     2
   297,  2326,     2
   298, 44698,     2
   299, 53376,     1
   300,   282,     3
   301,  6579,     3
   302,  9702,     1
   303, 12785,     2
   304, 34069,     4
   305, 72370,     1
   306,  2052,     3
   307, 53987,     1
   308, 32595,     2
   309,  1707,     2
   310,  6363,     1
   311,  1134,     1
   312, 20836,     1
   313, 55762,     4
   314, 10963,     3
   315, 46427,     1
   316, 17958,     2
   317,  4955,     1
   318, 22302,     2
   319, 96501,     2
   320,  8281,     1
   321,  6896,     2
   322,  8439,     3
   323, 19722,     2
   324, 16278,     1
   325, 11067,     3
   326, 10098,     2
   327, 17153,     3
   328, 13174,     2
   329, 18954,     1
   330,  8429,     1
   331,  2590,     2
   332, 13224,     2
   333,  8926,     2
   334, 43299,     2
   335,   424,     2
   336, 34826,     2
   337, 26216,     2
   338,  5094,     2
   339, 37162,     1
   340, 43476,     1
   341, 49828,     1
   342, 30936,     3
   343,  7812,     2
   344,  7259,     1
   345,  3280,     2
   346, 27263,     1
   347, 16341,     2
   348, 22572,     2
   349, 30061,     3
   350, 25931,     1
   351,   294,     3
   352,  6666,     1
   353, 25720,     1
   354, 43552,     4
   355, 30767,     2
   356, 27940,     1
   357, 36072,     1
   358, 19726,     4
   359,  6596,     1
   360, 22190,     3
   361,  1951,     2
   362, 12354,     3
   363, 23696,     2
   364,  9293,     1
   365, 22286,     1
   366, 28670,     3
   367, 42814,     1
   368, 35604,     2
   369,  7684,     1
   370, 16648,     1
   371, 26562,     3
   372,  7244,     1
   373,  4667,     2
   374, 65237,     1
   375, 35886,     2
   376, 13222,     4
   377,  1055,     1
   378,  2555,     1
   379, 62150,     1
   380, 21333,     1
   381, 14631,     4
   382, 17386,     2
   383,  4224,     1
   384,  6288,     2
   385, 10156,     2
   386,  9781,     2
   387, 31476,     2
   388, 50975,     3
   389, 10556,     1
   390,  2227,     2
   391,  3857,     3
   392, 57422,     2
   393, 16167,     1
   394,   686,     1
   395, 60733,     2
   396, 39621,     2
   397, 12373,     2
   398, 24909,     4
   399, 25351,     1
   400,  4306,     3
   401,  6788,     1
   402, 23238,     3
   403, 48367,     3
   404,  1906,     1
   405, 45579,     1
   406, 17721,     1
   407,  4937,     3
   408, 15449,     4
   409, 14032,     2
   410,  1670,     3
   411, 15335,     1
   412, 20224,     1
   413, 10917,     2
   414, 10079,     1
   415,  8825,     2
   416,  6516,     1
   417,  3585,     2
   418, 14868,     1
   419, 83475,     3
   420, 30363,     4
   421, 10975,     1
   422, 48829,     1
   423, 54822,     2
   424, 29189,     1
   425, 19017,     1
   426, 20226,     1
   427,101053,     4
   428,  4274,     4
   429, 43150,     2
   430, 81575,     1
   431, 89974,     1
   432, 95799,     1
   433,  9608,     1
   434, 33840,     4
   435, 26719,     2
   436, 31256,     1
   437,120668,     1
   438, 50790,     3
   439, 59206,     1
   440, 26915,     1
   441,  6234,     1
   442, 43312,     2
   443,  8179,     1
   444, 33114,     2
   445,  5503,     2
   446, 89219,     1
   447, 32630,     1
   448, 49453,     1
   449,  7506,     1
   450, 27311,     3
   451, 15568,     3
   452, 21965,     1
   453, 17531,     1
   454, 27018,     2
   455,  6465,     3
   456,  4192,     3
   457, 18714,     1
   458, 20123,     2
   459, 14609,     1
   460, 13789,     1
   461, 69435,     1
   462, 19865,     1
   463, 47559,     2
   464, 18991,     1
   465, 11960,     1
   466,  8304,     3
   467,   731,     2
   468, 13198,     2
   469, 23190,     1
   470, 21922,     2
   471, 53132,     1
   472, 30344,     2
   473, 25116,     2
   474,   474,     1
   475, 19762,     1
   476, 15367,     2
   477,  2968,     1
   478,  2894,     2
   479, 25797,     1
   480,  2725,     1
   481, 10561,     1
   482,  3999,     1
   483, 17316,     3
   484, 11217,     3
   485, 23224,     1
   486, 42564,     1
   487, 19737,     4
   488, 29679,     1
   489,  1925,     1
   490,   271,     3
   491,  9642,     2
   492, 31065,     1
   493, 11642,     1
   494, 22774,     2
   495, 21399,     3
   496, 33387,     1
   497,   691,     2
   498, 93658,     2
   499, 41424,     2
   500, 30067,     3
   501, 31697,     3
   502, 23042,     3
   503,  9986,     1
   504, 22432,     2
   505, 25706,     2
   506, 62886,     1
   507,  4278,     2
   508, 22748,     3
   509, 16291,     3
   510,108970,     1
   511,  5742,     2
   512,132718,     3
   513, 19403,     2
   514, 38649,     1
   515, 21381,     1
   516,117738,     3
   517,  5435,     2
   518, 34481,     4
   519,  6232,     2
   520,  9044,     2
   521, 16956,     1
   522, 36985,     2
   523,  8718,     1
   524,  9198,     4
   525,  9308,     2
   526, 25703,     4
   527,  9395,     4
   528, 41298,     2
   529,  7584,     3
   530,   653,     2
   531,  2633,     1
   532, 14889,     2
   533, 16599,     2
   534, 27223,     1
   535, 24685,     2
   536, 25672,     1
   537,  3527,     1
   538, 48562,     2
   539, 60982,     1
   540,  3512,     4
   541,  2778,     2
   542,    35,     1
   543, 21138,     2
   544, 51687,     1
   545,  4444,     1
   546,  5031,     2
   547,  8224,     3
   548, 21381,     1
   549, 12449,     2
   550,   696,     1
   551,  2724,     2
   552,  2591,     2
   553,   182,     3
   554, 31589,     1
   555,  3321,     4
   556,  6167,     2
   557, 37237,     4
   558, 20550,     2
   559, 54540,     1
   560,  8351,     1
   561, 40037,     2
   562,  8383,     2
   563, 45832,     2
   564, 30021,     2
   565,  4504,     3
   566,  2995,     3
   567, 35882,     4
   568,  9562,     2
   569,   984,     1
   570, 22452,     2
   571, 33252,     2
   572, 49244,     1
   573, 47804,     2
   574,167466,     3
   575, 45611,     1
   576,  7965,     2
   577,  3036,     2
   578,  4956,     1
   579,   498,     1
   580,  4639,     2
   581,  5301,     2
   582, 10834,     2
   583, 32016,     2
   584, 35667,     4
   585,  9139,     1
   586, 14631,     2
   587,  1497,     1
   588,  7612,     1
   589,  1107,     3
   590, 58637,     3
   591,   385,     2
   592, 26663,     3
   593,  2471,     2
   594, 50967,     2
   595, 19702,     1
   596,  1546,     1
   597,  6647,     3
   598,  8578,     3
   599,  3796,     2
   600,  9145,     1
   601, 22178,     3
   602,  3518,     2
   603, 37494,     1
   604,  6997,     2
   605, 43476,     2
   606,  4052,     2
   607, 17086,     2
   608,  1530,     1
   609,  1697,     2
   610, 35466,     2
   611,114782,     1
   612,  7134,     1
   613, 14254,     2
   614,  9828,     2
   615,  1210,     3
   616, 30389,     2
   617, 37561,     3
   618, 35763,     2
   619,  6981,     2
   620,   267,     3
   621,  1614,     1
   622, 11973,     2
   623, 78006,     1
   624, 34904,     2
   625,  6173,     3
   626, 77865,     2
   627,  2656,     2
   628, 13183,     1
   629, 68971,     1
   630, 70239,     2
   631, 25487,     2
   632, 40363,     1
   633,   672,     2
   634,  6336,     1
   635, 96988,     1
   636,  2580,     1
   637, 31077,     1
   638, 11929,     4
   639, 32191,     2
   640, 17005,     1
   641,  3251,     1
   642,  7621,     3
   643,  6611,     1
   644,  6232,     2
   645,  6597,     2
   646,  3916,     2
   647,  4200,     1
   648, 21057,     2
   649, 46053,     3
   650, 36538,     3
   651,  6823,     1
   652, 13563,     4
   653,   393,     3
   654, 24654,     2
   655,  2499,     2
   656,  9968,     2
   657, 12720,     1
   658, 25575,     2
   659,  2126,     2
   660,  7238,     1
   661,  6843,     1
   662, 27412,     1
   663,  7651,     1
   664, 19259,     1
   665, 28846,     2
   666, 11732,     2
   667, 19485,     2
   668, 29225,     1
   669, 11923,     1
   670, 22190,     1
   671, 57697,     2
   672, 39991,     4
   673,  1601,     2
   674,  2882,     3
   675, 23185,     2
   676, 15401,     1
   677, 12353,     2
   678,  9900,     3
   679,  3917,     1
   680, 65675,     1
   681,  8487,     1
   682, 16276,     2
   683,  2801,     1
   684,  7044,     1
   685, 51779,     1
   686, 42939,     4
   687, 14628,     1
   688, 39982,     1
   689, 27613,     1
   690,  3979,     1
   691, 12535,     3
   692, 15924,     1
   693, 14276,     2
   694, 21151,     2
   695, 25867,     1
   696, 11309,     1
   697,  1967,     1
   698, 30438,     1
   699, 81147,     3
   700,  6738,     1
   701, 21723,     1
   702, 14070,     1
   703,  9925,     2
   704,  2551,     2
   705, 33281,     1
   706, 14739,     1
   707, 26171,     2
   708, 11931,     1
   709, 69421,     3
   710,  2998,     2
   711,    80,     3
   712,  9348,     1
   713, 68017,     2
   714,  6397,     2
   715, 30466,     2
   716, 30105,     1
   717, 28463,     3
   718, 15702,     1
   719, 15671,     1
   720,  3644,     2
   721,  6588,     2
   722,  5260,     3
   723,  6164,     1
   724,  2527,     1
   725, 22609,     1
   726, 99150,     2
   727,  7550,     2
   728,  2288,     2
   729, 13933,     3
   730,  5388,     1
   731, 70987,     2
   732, 30480,     1
   733, 35101,     1
   734, 58004,     1
   735,  9563,     2
   736, 30555,     4
   737, 12688,     1
   738, 85230,     2
   739, 14963,     2
   740, 12708,     2
   741, 15587,     2
   742, 18296,     1
   743, 42486,     4
   744, 46817,     3
   745,  1588,     2
   746,136548,     2
   747,  3604,     1
   748,  5703,     2
   749, 33926,     3
   750, 64346,     2
   751,  3335,     4
   752, 21564,     1
   753,  3767,     1
   754, 35230,     2
   755, 29726,     4
   756, 45850,     1
   757,  1857,     1
   758,  6607,     1
   759, 65693,     2
   760, 31498,     1
   761,  8339,     1
   762,  9393,     2
   763,  7809,     2
   764, 33856,     2
   765, 61143,     2
   766, 15061,     2
   767, 15238,     1
   768, 19401,     1
   769, 17563,     2
   770, 13545,     2
   771, 19765,     4
   772,  1919,     2
   773, 20174,     4
   774,  8249,     4
   775,  7889,     2
   776,  8505,     3
   777,  6217,     1
   778, 40551,     3
   779,  8900,     3
   780,  1634,     2
   781, 30452,     2
   782,    63,     3
   783, 21191,     1
   784,  8805,     1
   785,  7920,     1
   786, 19910,     2
   787, 48271,     1
   788, 20116,     1
   789, 15866,     4
   790,  6079,     1
   791, 21016,     3
   792, 71235,     1
   793, 12368,     3
   794,  6044,     2
   795, 53241,     1
   796, 28367,     1
   797, 13212,     1
   798,  4341,     3
   799, 22536,     2
   800,  9643,     1
   801,  5697,     1
   802,  4091,     1
   803, 24765,     1
   804, 23120,     2
   805, 29585,     1
   806,   476,     2
   807,  1341,     1
   808, 37162,     2
   809, 10725,     1
   810,  5974,     2
   811, 13985,     2
   812,  3169,     3
   813, 32198,     1
   814, 17747,     1
   815,  8943,     1
   816, 40361,     1
   817, 58585,     2
   818, 21255,     1
   819, 16820,     3
   820, 31192,     1
   821, 51784,     1
   822, 13542,     4
   823,  8600,     3
   824,  9524,     2
   825, 59619,     4
   826,  4561,     2
   827,  2502,     1
   828,  8545,     3
   829, 18695,     2
   830,  5911,     1
   831, 21530,     1
   832, 44157,     2
   833, 11513,     1
   834,   334,     1
   835,  2507,     2
   836, 43860,     1
   837, 36323,     4
   838,  1967,     2
   839,  3217,     4
   840,  1027,     2
   841,  3189,     1
   842, 11555,     3
   843, 17882,     3
   844,  8857,     2
   845,  8171,     2
   846, 41801,     2
   847, 50161,     1
   848, 24571,     1
   849, 14996,     1
   850, 14384,     2
   851,  3869,     1
   852,   584,     1
   853, 32176,     3
