jobid,duration,size
     1,  7662,     2
     2, 23014,     1
     3, 12686,     2
     4,  8421,     2
     5, 31414,     3
     6,   490,     1
     7, 60097,     1
     8, 30989,     1
     9, 43101,     2
    10, 27623,     2
    11,  8972,     4
    12, 57268,     1
    13, 23442,     2
    14, 27213,     1
    15, 22611,     3
    16,   460,     3
    17,  3127,     1
    18, 21867,     2
    19,  9856,     4
    20, 25003,     3
    21, 10151,     2
    22,  1762,     1
    23, 24105,     3
    24,  2695,     1
    25,  1135,     4
    26,  4845,     2
    27, 41373,     2
    28,  6579,     1
    29, 25530,     3
    30, 36221,     2
    31, 26232,     2
    32,  8875,     1
    33,  2379,     2
    34,  5858,     3
    35, 18191,     3
    36, 21231,     1
    37, 18074,     2
    38, 17376,     1
    39,  8801,     1
    40,  6707,     2
    41, 11786,     1
    42, 18461,     2
    43,  8637,     2
    44, 32159,     2
    45, 53140,     2
    46, 42872,     3
    47,  6090,     3
    48, 13493,     1
    49,  8505,     1
    50,  4005,     2
    51,  2626,     2
    52,  5405,     3
    53, 16290,     4
    54,  7444,     3
    55, 13778,     1
    56, 61407,     2
    57, 43091,     1
    58,  1608,     1
    59, 27547,     3
    60, 18098,     1
    61,  4390,     3
    62, 77192,     1
    63, 88403,     2
    64, 20691,     1
    65, 11067,     2
    66,  9802,     1
    67, 10611,     2
    68, 20038,     1
    69,   515,     1
    70, 35692,     1
    71,  8676,     3
    72,  1307,     2
    73, 14499,     1
    74,  7719,     4
    75, 24110,     2
    76,  5053,     4
    77,  5519,     1
    78,  1822,     2
    79, 15706,     2
    80,  9731,     1
    81, 25387,     3
    82,  6423,     2
    83, 97212,     3
    84, 16555,     1
    85, 20211,     2
    86, 13872,     3
    87, 22070,     3
    88, 24577,     2
    89,   782,     1
    90,  3668,     2
    91,  8064,     1
    92, 42132,     3
    93,  7629,     2
    94, 18532,     4
    95, 79355,     1
    96, 11607,     2
    97, 12863,     4
    98,  1170,     4
    99, 15559,     1
   100,  3391,     1
   101,  8064,     3
   102, 57917,     1
   103, 24023,     3
   104, 29399,     3
   105, 26142,     1
   106,    33,     2
   107, 17021,     3
   108,  7526,     3
   109,  4950,     2
   110,    17,     2
   111,  5395,     2
   112,  6258,     2
   113, 30390,     2
   114,  7034,     3
   115, 33068,     1
   116,  2462,     1
   117,  2886,     2
   118,  9618,     4
   119,  2887,     2
   120, 23064,     3
   121,  9417,     2
   122, 52429,     1
   123, 47080,     2
   124, 12553,     2
   125,  9433,     2
   126,  4105,     1
   127, 45876,     2
   128, 14875,     3
   129,  7066,     1
   130, 19578,     1
   131,  7253,     1
   132, 49316,     3
   133,  3254,     2
   134,  9352,     3
   135, 99196,     2
   136, 46378,     1
   137,  9484,     1
   138, 10957,     3
   139, 13358,     4
   140, 14707,     2
