jobid,duration,size
     1,  7662,     3
     2, 23014,     2
     3, 12686,     1
     4,  8421,     2
     5, 31414,     2
     6,   490,     3
     7, 60097,     1
     8, 30989,     1
     9, 43101,     1
    10, 27623,     2
    11,  8972,     2
    12, 57268,     4
    13, 23442,     1
    14, 27213,     2
    15, 22611,     1
    16,   460,     3
    17,  3127,     3
    18, 21867,     1
    19,  9856,     2
    20, 25003,     4
    21, 10151,     3
    22,  1762,     2
    23, 24105,     1
    24,  2695,     3
    25,  1135,     1
    26,  4845,     4
    27, 41373,     2
    28,  6579,     2
    29, 25530,     1
    30, 36221,     3
    31, 26232,     2
    32,  8875,     2
    33,  2379,     1
    34,  5858,     2
    35, 18191,     3
    36, 21231,     3
    37, 18074,     1
    38, 17376,     2
    39,  8801,     1
    40,  6707,     1
    41, 11786,     2
    42, 18461,     1
    43,  8637,     2
    44, 32159,     2
    45, 53140,     2
    46, 42872,     2
    47,  6090,     3
    48, 13493,     3
    49,  8505,     1
    50,  4005,     1
    51,  2626,     2
    52,  5405,     2
    53, 16290,     3
    54,  7444,     4
    55, 13778,     3
    56, 61407,     1
    57, 43091,     2
    58,  1608,     1
    59, 27547,     1
    60, 18098,     3
    61,  4390,     1
    62, 77192,     3
    63, 88403,     1
    64, 20691,     2
    65, 11067,     1
    66,  9802,     2
    67, 10611,     1
    68, 20038,     2
    69,   515,     1
    70, 35692,     1
    71,  8676,     1
    72,  1307,     3
    73, 14499,     2
    74,  7719,     1
    75, 24110,     4
    76,  5053,     2
    77,  5519,     4
    78,  1822,     1
    79, 15706,     2
    80,  9731,     2
    81, 25387,     1
    82,  6423,     3
    83, 97212,     2
    84, 16555,     3
    85, 20211,     1
    86, 13872,     2
    87, 22070,     3
    88, 24577,     3
    89,   782,     2
    90,  3668,     1
    91,  8064,     2
    92, 42132,     1
    93,  7629,     3
    94, 18532,     2
    95, 79355,     4
    96, 11607,     1
    97, 12863,     2
    98,  1170,     4
    99, 15559,     4
   100,  3391,     1
   101,  8064,     1
   102, 57917,     3
   103, 24023,     1
   104, 29399,     3
   105, 26142,     3
   106,    33,     1
   107, 17021,     2
   108,  7526,     3
   109,  4950,     3
   110,    17,     2
   111,  5395,     2
   112,  6258,     2
   113, 30390,     2
   114,  7034,     2
   115, 33068,     3
   116,  2462,     1
   117,  2886,     1
   118,  9618,     2
   119,  2887,     4
   120, 23064,     2
   121,  9417,     3
   122, 52429,     2
   123, 47080,     1
   124, 12553,     2
   125,  9433,     2
   126,  4105,     2
   127, 45876,     1
   128, 14875,     2
   129,  7066,     3
   130, 19578,     1
   131,  7253,     1
   132, 49316,     1
   133,  3254,     3
   134,  9352,     2
   135, 99196,     3
   136, 46378,     2
   137,  9484,     1
   138, 10957,     1
   139, 13358,     3
   140, 14707,     4
   141, 17748,     2
   142, 20127,     1
   143,  1157,     2
   144, 78454,     1
   145, 55455,     1
   146,  3594,     2
   147, 41536,     3
   148,   126,     1
   149, 11165,     3
   150, 17389,     2
   151, 20278,     1
   152,  8593,     4
   153,  1316,     2
   154,  3926,     1
   155, 34103,     3
   156,  3909,     2
   157, 31747,     4
   158, 29135,     2
   159, 11469,     1
   160, 21690,     3
   161, 11560,     2
   162,  7617,     1
   163, 19158,     2
   164,  9335,     2
   165, 42537,     2
   166,  8458,     1
   167, 39894,     1
   168,   568,     2
   169, 14977,     1
   170, 14852,     1
   171, 10461,     1
   172,  6248,     1
   173, 14346,     1
   174, 12428,     3
   175, 35923,     2
   176,   593,     4
   177,   299,     3
   178, 73435,     1
   179, 34375,     4
   180,  1935,     1
   181,   151,     1
   182, 34734,     1
   183, 46415,     1
   184,  7931,     1
   185, 54886,     1
   186, 31048,     1
   187, 25502,     3
   188, 14647,     2
   189, 12505,     2
   190, 54369,     3
   191, 51233,     1
   192, 11661,     1
   193, 55220,     4
   194, 63037,     1
   195, 27391,     1
   196,  2869,     2
   197, 17205,     1
   198,  2681,     3
   199, 10957,     2
   200,  4479,     2
   201, 58538,     4
   202,   299,     2
   203,  6792,     1
   204, 38741,     1
   205,  5221,     1
   206, 19046,     4
   207, 36627,     1
   208, 10623,     3
   209, 63026,     2
