jobid,duration,size
     1,  7662,     3
     2, 23014,     1
     3, 12686,     3
     4,  8421,     2
     5, 31414,     1
     6,   490,     2
     7, 60097,     2
     8, 30989,     3
     9, 43101,     1
    10, 27623,     1
    11,  8972,     1
    12, 57268,     2
    13, 23442,     2
    14, 27213,     4
    15, 22611,     1
    16,   460,     2
    17,  3127,     1
    18, 21867,     3
    19,  9856,     3
    20, 25003,     1
    21, 10151,     2
    22,  1762,     4
    23, 24105,     3
    24,  2695,     2
    25,  1135,     1
    26,  4845,     3
    27, 41373,     1
    28,  6579,     4
    29, 25530,     2
    30, 36221,     2
    31, 26232,     1
    32,  8875,     3
    33,  2379,     2
    34,  5858,     2
    35, 18191,     1
    36, 21231,     2
    37, 18074,     3
    38, 17376,     3
    39,  8801,     1
    40,  6707,     2
    41, 11786,     1
    42, 18461,     1
    43,  8637,     2
    44, 32159,     1
    45, 53140,     2
    46, 42872,     2
    47,  6090,     2
    48, 13493,     2
    49,  8505,     3
    50,  4005,     3
    51,  2626,     1
    52,  5405,     1
    53, 16290,     2
    54,  7444,     2
    55, 13778,     3
    56, 61407,     4
    57, 43091,     3
    58,  1608,     1
    59, 27547,     2
    60, 18098,     1
    61,  4390,     1
    62, 77192,     3
    63, 88403,     1
    64, 20691,     3
    65, 11067,     1
    66,  9802,     2
    67, 10611,     1
    68, 20038,     2
    69,   515,     1
    70, 35692,     2
    71,  8676,     1
    72,  1307,     1
    73, 14499,     1
    74,  7719,     3
    75, 24110,     2
    76,  5053,     1
    77,  5519,     4
    78,  1822,     2
    79, 15706,     4
    80,  9731,     1
    81, 25387,     2
    82,  6423,     2
    83, 97212,     1
    84, 16555,     3
    85, 20211,     2
    86, 13872,     3
    87, 22070,     1
    88, 24577,     2
    89,   782,     3
    90,  3668,     3
    91,  8064,     2
    92, 42132,     1
    93,  7629,     2
    94, 18532,     1
    95, 79355,     3
    96, 11607,     2
    97, 12863,     4
    98,  1170,     1
    99, 15559,     2
   100,  3391,     4
   101,  8064,     4
   102, 57917,     1
   103, 24023,     1
   104, 29399,     3
   105, 26142,     1
   106,    33,     3
   107, 17021,     3
   108,  7526,     1
   109,  4950,     2
   110,    17,     3
   111,  5395,     3
   112,  6258,     2
   113, 30390,     2
   114,  7034,     2
   115, 33068,     2
   116,  2462,     2
   117,  2886,     3
   118,  9618,     1
   119,  2887,     1
   120, 23064,     2
   121,  9417,     4
   122, 52429,     2
   123, 47080,     3
   124, 12553,     2
   125,  9433,     1
   126,  4105,     2
   127, 45876,     2
   128, 14875,     2
   129,  7066,     1
   130, 19578,     2
   131,  7253,     3
   132, 49316,     1
   133,  3254,     1
   134,  9352,     1
   135, 99196,     3
   136, 46378,     2
   137,  9484,     3
   138, 10957,     2
   139, 13358,     1
   140, 14707,     1
   141, 17748,     3
   142, 20127,     4
   143,  1157,     2
   144, 78454,     1
   145, 55455,     2
   146,  3594,     1
   147, 41536,     1
   148,   126,     2
   149, 11165,     3
   150, 17389,     1
   151, 20278,     3
   152,  8593,     2
   153,  1316,     1
   154,  3926,     4
   155, 34103,     2
   156,  3909,     1
   157, 31747,     3
   158, 29135,     2
   159, 11469,     4
   160, 21690,     2
   161, 11560,     1
   162,  7617,     3
   163, 19158,     2
   164,  9335,     1
   165, 42537,     2
   166,  8458,     2
   167, 39894,     2
   168,   568,     1
   169, 14977,     1
   170, 14852,     2
   171, 10461,     1
   172,  6248,     1
   173, 14346,     1
   174, 12428,     1
   175, 35923,     1
   176,   593,     3
   177,   299,     2
   178, 73435,     4
   179, 34375,     3
   180,  1935,     1
   181,   151,     4
   182, 34734,     1
   183, 46415,     1
   184,  7931,     1
   185, 54886,     1
   186, 31048,     1
   187, 25502,     1
   188, 14647,     1
   189, 12505,     3
   190, 54369,     2
   191, 51233,     2
   192, 11661,     3
   193, 55220,     1
   194, 63037,     1
   195, 27391,     4
   196,  2869,     1
   197, 17205,     1
   198,  2681,     2
   199, 10957,     1
   200,  4479,     3
   201, 58538,     2
   202,   299,     2
   203,  6792,     4
   204, 38741,     2
   205,  5221,     1
   206, 19046,     1
   207, 36627,     1
   208, 10623,     4
   209, 63026,     1
   210,  8502,     3
   211, 11358,     2
   212,    13,     1
   213,  5214,     1
   214, 21739,     1
   215,  5392,     1
   216, 11921,     3
   217, 32402,     2
   218, 38318,     2
   219, 19372,     1
   220, 16328,     2
   221, 14075,     3
   222, 16070,     3
   223,  3243,     3
   224,  7532,     1
   225, 45225,     2
   226, 33709,     1
   227, 17043,     2
   228, 13641,     1
   229, 39487,     2
   230,  4178,     1
   231, 74720,     2
   232,  1420,     3
   233, 18266,     3
   234, 26471,     1
   235,  4885,     1
   236,  5700,     1
   237, 17645,     3
   238,  4456,     2
   239, 28910,     1
   240, 62811,     2
   241,  6585,     1
   242, 10321,     1
   243, 46879,     3
   244, 25932,     1
   245,  4199,     1
   246, 20812,     2
   247, 17088,     3
   248, 17676,     2
   249,  8159,     3
   250,  3469,     2
   251, 23597,     2
   252,  2908,     2
   253,  2640,     2
   254, 20163,     2
   255,    19,     2
   256,  2648,     2
   257, 43597,     4
   258,  2136,     4
   259,  1347,     2
   260, 20483,     1
   261, 15993,     1
   262,  5464,     1
   263, 27092,     1
   264, 27961,     2
   265, 19496,     2
   266, 20683,     3
   267,  9250,     1
   268,  5557,     2
   269, 15192,     2
   270,  2283,     2
   271,  6216,     4
   272,  9155,     4
   273, 34686,     2
   274, 27345,     3
   275, 15100,     2
   276, 18741,     2
   277, 13875,     1
   278, 23744,     3
   279, 27082,     2
   280,  9654,     1
   281,  7449,     2
   282,  4252,     2
   283, 18944,     1
   284,  2085,     2
   285, 27972,     2
   286, 32748,     3
   287,  3502,     2
   288,102514,     3
   289, 60938,     1
   290, 15946,     2
   291,   677,     1
   292,  8500,     2
   293, 15955,     3
   294, 11195,     1
   295, 75490,     4
   296, 24315,     1
   297,  2326,     2
   298, 44698,     2
   299, 53376,     2
   300,   282,     2
   301,  6579,     2
   302,  9702,     2
   303, 12785,     2
   304, 34069,     1
   305, 72370,     3
   306,  2052,     3
   307, 53987,     1
   308, 32595,     2
   309,  1707,     4
   310,  6363,     1
   311,  1134,     3
   312, 20836,     1
   313, 55762,     2
   314, 10963,     2
   315, 46427,     1
   316, 17958,     1
   317,  4955,     1
   318, 22302,     4
   319, 96501,     3
   320,  8281,     1
   321,  6896,     2
   322,  8439,     1
   323, 19722,     2
   324, 16278,     2
   325, 11067,     1
   326, 10098,     2
   327, 17153,     3
   328, 13174,     2
   329, 18954,     1
   330,  8429,     3
   331,  2590,     2
   332, 13224,     3
   333,  8926,     2
   334, 43299,     1
   335,   424,     1
   336, 34826,     2
