ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64
rtr:G0R0, send_bit_count, port0, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port0, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port0, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, idle_time, port0, Accumulator, 4761582834512, 0, 3667917941, 5093906359159939, 419718
rtr:G0R0, send_bit_count, port1, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port1, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port1, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, idle_time, port1, Accumulator, 4761582834512, 0, 3667054460, 3890742276371468, 418111
rtr:G0R0, send_bit_count, port2, Accumulator, 4761582834512, 0, 1025973440, 16753650667520, 68805
rtr:G0R0, send_packet_count, port2, Accumulator, 4761582834512, 0, 68805, 68805, 68805
rtr:G0R0, output_port_stalls, port2, Accumulator, 4761582834512, 0, 16871348247, 64441288038603713, 7739
rtr:G0R0, idle_time, port2, Accumulator, 4761582834512, 0, 4614998564, 412293888690892760, 8477
rtr:G0R0, send_bit_count, port3, Accumulator, 4761582834512, 0, 8207773632, 134029199118336, 550409
rtr:G0R0, send_packet_count, port3, Accumulator, 4761582834512, 0, 550409, 550409, 550409
rtr:G0R0, output_port_stalls, port3, Accumulator, 4761582834512, 0, 449971648841, 1242432817291266943, 223696
rtr:G0R0, idle_time, port3, Accumulator, 4761582834512, 0, 3262509516, 104667418400280148, 68867
rtr:G0R0, send_bit_count, port4, Accumulator, 4761582834512, 0, 8207773184, 134029198917632, 550408
rtr:G0R0, send_packet_count, port4, Accumulator, 4761582834512, 0, 550408, 550408, 550408
rtr:G0R0, output_port_stalls, port4, Accumulator, 4761582834512, 0, 448395365673, 1272545544986051069, 218754
rtr:G0R0, idle_time, port4, Accumulator, 4761582834512, 0, 3237607222, 121649470165559118, 68538
rtr:G0R0, send_bit_count, port5, Accumulator, 4761582834512, 0, 7168, 3211264, 16
rtr:G0R0, send_packet_count, port5, Accumulator, 4761582834512, 0, 16, 16, 16
rtr:G0R0, output_port_stalls, port5, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, idle_time, port5, Accumulator, 4761582834512, 0, 943, 59245, 23
rtr:G0R0, send_bit_count, port6, Accumulator, 4761582834512, 0, 448, 200704, 1
rtr:G0R0, send_packet_count, port6, Accumulator, 4761582834512, 0, 1, 1, 1
rtr:G0R0, output_port_stalls, port6, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, idle_time, port6, Accumulator, 4761582834512, 0, 252, 63504, 1
rtr:G0R0, send_bit_count, port7, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port7, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port7, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, idle_time, port7, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, send_bit_count, port8, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port8, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port8, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, idle_time, port8, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port0, Accumulator, 4761582834512, 0, 214229168, 214229168, 214229168
rtr:G0R0, xbar_stalls, port1, Accumulator, 4761582834512, 0, 216211559, 216211559, 216211559
rtr:G0R0, xbar_stalls, port2, Accumulator, 4761582834512, 0, 816017, 816017, 816017
rtr:G0R0, xbar_stalls, port3, Accumulator, 4761582834512, 0, 1173749, 1173749, 1173749
rtr:G0R0, xbar_stalls, port4, Accumulator, 4761582834512, 0, 547841, 547841, 547841
rtr:G0R0, xbar_stalls, port5, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port6, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port7, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port8, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port0, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port0, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port0, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, idle_time, port0, Accumulator, 4761582834512, 0, 3665811207, 3813081234366063, 481722
rtr:G0R1, send_bit_count, port1, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port1, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port1, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, idle_time, port1, Accumulator, 4761582834512, 0, 3664950771, 5933029708663783, 500428
rtr:G0R1, send_bit_count, port2, Accumulator, 4761582834512, 0, 1025973440, 16753650667520, 68805
rtr:G0R1, send_packet_count, port2, Accumulator, 4761582834512, 0, 68805, 68805, 68805
rtr:G0R1, output_port_stalls, port2, Accumulator, 4761582834512, 0, 890298272, 1634930766466492, 595
rtr:G0R1, idle_time, port2, Accumulator, 4761582834512, 0, 4632010583, 392021062891297171, 21220
rtr:G0R1, send_bit_count, port3, Accumulator, 4761582834512, 0, 9233742144, 150782847578112, 619203
rtr:G0R1, send_packet_count, port3, Accumulator, 4761582834512, 0, 619203, 619203, 619203
rtr:G0R1, output_port_stalls, port3, Accumulator, 4761582834512, 0, 601384112619, 1678392383959041745, 297315
rtr:G0R1, idle_time, port3, Accumulator, 4761582834512, 0, 2977477891, 112955762310297203, 73926
rtr:G0R1, send_bit_count, port4, Accumulator, 4761582834512, 0, 9233742592, 150782847778816, 619204
rtr:G0R1, send_packet_count, port4, Accumulator, 4761582834512, 0, 619204, 619204, 619204
rtr:G0R1, output_port_stalls, port4, Accumulator, 4761582834512, 0, 613595744906, 1729850042329096928, 309957
rtr:G0R1, idle_time, port4, Accumulator, 4761582834512, 0, 2963678231, 80230841054449439, 90698
rtr:G0R1, send_bit_count, port5, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port5, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port5, Accumulator, 4761582834512, 0, 0, 0, 0
rtr:G0R1, idle_time, port5, Accumulator, 4761582834512, 0, 0, 0, 0
